ID,Time,Date,Place,Country,Continent,Latitude,Longitude,Depth,Mag,Type
us6000jlqa,2023-02-06 10:24:49.258000+00:00,2023-02-06,"4 km SSE of Ekinözü, Turkey",Turkey,Europe,38.0235,37.203,10.0,7.5,earthquake
us6000jllz,2023-02-06 01:17:35.525000+00:00,2023-02-06,"27 km E of Nurda??, Turkey",Turkey,Europe,37.1662,37.0421,17.0,7.8,earthquake
us7000j36j,2023-01-09 17:47:35.038000+00:00,2023-01-09,"Pulau Pulau Tanimbar, Indonesia",Indonesia,Asia,-7.0652,130.0047,105.0,7.6,earthquake
us7000ip0l,2022-11-11 10:48:46.710000+00:00,2022-11-11,"205 km ESE of Neiafu, Tonga",Tonga,Oceania,-19.2881,-172.1471,37.0,7.3,earthquake
us7000i9bw,2022-09-19 18:05:08.217000+00:00,2022-09-19,"35 km SSW of Aguililla, Mexico",Mexico,North America,18.4552,-102.9561,26.0,7.6,earthquake
us6000iitd,2022-09-10 23:47:00.233000+00:00,2022-09-10,"70 km E of Kainantu, Papua New Guinea",Papua New Guinea,Oceania,-6.2944,146.5038,116.0,7.6,earthquake
us7000hcmn,2022-05-26 12:02:21.110000+00:00,2022-05-26,"10 km W of Azángaro, Peru",Peru,South America,-14.9076,-70.2924,236.0,7.2,earthquake
us6000h519,2022-03-16 14:36:30.997000+00:00,2022-03-16,"57 km ENE of Namie, Japan",Japan,Asia,37.7132,141.5793,41.0,7.3,earthquake
us7000g7lx,2021-12-29 18:25:51.962000+00:00,2021-12-29,"125 km NNE of Lospalos, Timor Leste",Timor Leste,Asia,-7.5482,127.5773,165.0,7.3,earthquake
us6000gc2a,2021-12-14 03:20:23.809000+00:00,2021-12-14,Flores Sea,Flores Sea,Asia,-7.6033,122.2274,14.0,7.3,earthquake
us7000fxq2,2021-11-28 10:52:14.579000+00:00,2021-11-28,"43 km NNW of Barranca, Peru",Peru,South America,-4.4667,-76.8126,126.0,7.5,earthquake
us6000fr0b,2021-10-02 06:29:17.897000+00:00,2021-10-02,Vanuatu region,Vanuatu,Oceania,-21.1265,174.8958,527.0,7.3,earthquake
us6000f9sq,2021-08-22 21:33:18.983000+00:00,2021-08-22,South Sandwich Islands region,South Sandwich Islands,Antarctica,-60.2845,-24.8743,6.0,7.1,earthquake
us6000f65h,2021-08-14 12:29:08.454000+00:00,2021-08-14,"Nippes, Haiti",Haiti,North America,18.4335,-73.4822,10.0,7.2,earthquake
us6000f53e,2021-08-12 18:35:17.231000+00:00,2021-08-12,South Sandwich Islands region,South Sandwich Islands,Antarctica,-58.3753,-25.2637,22.0,8.1,earthquake
us6000f4ly,2021-08-12 18:32:52.464000+00:00,2021-08-12,South Sandwich Islands region,South Sandwich Islands,Antarctica,-57.5674,-25.0316,47.0,7.5,earthquake
us6000f48v,2021-08-11 17:46:13.143000+00:00,2021-08-11,"60 km ENE of Pondaguitan, Philippines",Philippines,Asia,6.4748,126.7151,55.0,7.1,earthquake
ak0219neiszm,2021-07-29 06:15:49.188000+00:00,2021-07-29,"99 km SE of Perryville, Alaska",Alaska,North America,55.3635,-157.8876,35.0,8.2,earthquake
us7000e54r,2021-05-21 18:04:13.565000+00:00,2021-05-21,"Southern Qinghai, China",China,Asia,34.5983,98.2513,10.0,7.3,earthquake
us7000dflf,2021-03-04 19:28:33.178000+00:00,2021-03-04,"Kermadec Islands, New Zealand",New Zealand,Oceania,-29.7228,-177.2794,28.0,8.1,earthquake
us7000dfk3,2021-03-04 17:41:23.370000+00:00,2021-03-04,"Kermadec Islands, New Zealand",New Zealand,Oceania,-29.6768,-177.8398,43.0,7.4,earthquake
us7000dffl,2021-03-04 13:27:34.647000+00:00,2021-03-04,"182 km NE of Gisborne, New Zealand",New Zealand,Oceania,-37.4787,179.4576,10.0,7.3,earthquake
us6000dher,2021-02-13 14:07:49.797000+00:00,2021-02-13,"73 km ENE of Namie, Japan",Japan,Asia,37.7265,141.7751,43.0,7.1,earthquake
us6000dg77,2021-02-10 13:19:55.530000+00:00,2021-02-10,southeast of the Loyalty Islands,Loyalty Islands,Oceania,-23.0511,171.6566,10.0,7.7,earthquake
us6000c9hg,2020-10-19 20:54:38.950000+00:00,2020-10-19,"99 km SE of Sand Point, Alaska",Alaska,North America,54.602,-159.6258,28.0,7.6,earthquake
us7000asvb,2020-07-22 06:12:44.810000+00:00,2020-07-22,"99 km SSE of Perryville, Alaska",Alaska,North America,55.0715,-158.596,28.0,7.8,earthquake
us6000ah9t,2020-06-23 15:29:04.350000+00:00,2020-06-23,"9 km SE of Santa María Xadani, Mexico",Mexico,North America,15.8861,-96.0077,20.0,7.4,earthquake
us6000ae4n,2020-06-18 12:49:53.844000+00:00,2020-06-18,south of the Kermadec Islands,Kermadec Islands,Oceania,-33.2927,-177.8571,10.0,7.4,earthquake
us70008fi4,2020-03-25 02:49:21.160000+00:00,2020-03-25,"221 km SSE of Severo-Kuril’sk, Russia",Russia,Asia,48.9638,157.6955,57.0,7.5,earthquake
us60007idc,2020-01-28 19:10:24.918000+00:00,2020-01-28,"123 km NNW of Lucea, Jamaica",Jamaica,North America,19.4193,-78.756,14.0,7.7,earthquake
us60006bjl,2019-11-14 16:17:40.578000+00:00,2019-11-14,"141 km NW of Ternate, Indonesia",Indonesia,Asia,1.6213,126.4156,33.0,7.1,earthquake
us70004jyv,2019-07-14 09:10:51.523000+00:00,2019-07-14,"155 km SSE of Sofifi, Indonesia",Indonesia,Asia,-0.5858,128.034,18.0,7.2,earthquake
ci38457511,2019-07-06 03:19:53.040000+00:00,2019-07-06,"18km W of Searles Valley, CA",United States,North America,35.7695,-117.5993333,8.0,7.1,earthquake
us600044zz,2019-06-24 02:53:39.830000+00:00,2019-06-24,Banda Sea,Banda Sea,Asia,-6.4078,129.1692,212.0,7.3,earthquake
us6000417i,2019-06-15 22:55:04.130000+00:00,2019-06-15,"Kermadec Islands, New Zealand",New Zealand,Oceania,-30.6441,-178.0995,46.0,7.3,earthquake
us60003sc0,2019-05-26 07:41:15.073000+00:00,2019-05-26,"78 km NE of Navarro, Peru",Peru,South America,-5.8119,-75.2697,122.0,8.0,earthquake
us70003kyy,2019-05-14 12:58:25.939000+00:00,2019-05-14,"48 km NE of Kokopo, Papua New Guinea",Papua New Guinea,Oceania,-4.051,152.5967,10.0,7.6,earthquake
us70003hqb,2019-05-06 21:19:37.983000+00:00,2019-05-06,"32 km NW of Bulolo, Papua New Guinea",Papua New Guinea,Oceania,-6.9746,146.4494,146.0,7.1,earthquake
us2000jlfv,2019-02-22 10:17:23.770000+00:00,2019-02-22,"115 km ESE of Palora, Ecuador",Ecuador,South America,-2.1862,-77.0505,145.0,7.5,earthquake
us2000ivfw,2018-12-20 17:01:55.150000+00:00,2018-12-20,"187 km SE of Ust’-Kamchatsk Staryy, Russia",Russia,Asia,55.0999,164.6993,16.0,7.3,earthquake
us2000isc8,2018-12-11 02:26:29.420000+00:00,2018-12-11,South Sandwich Islands region,South Sandwich Islands,Antarctica,-58.5446,-26.3856,133.0,7.1,earthquake
us1000i2gt,2018-12-05 04:18:08.420000+00:00,2018-12-05,"166 km ESE of Tadine, New Caledonia",New Caledonia,Oceania,-21.9496,169.4266,10.0,7.5,earthquake
ak018fcnsk91,2018-11-30 17:29:29.330000+00:00,2018-11-30,"1 km SE of Point MacKenzie, Alaska",Alaska,North America,61.3464,-149.9552,46.0,7.1,earthquake
us1000h3p4,2018-09-28 10:02:45.250000+00:00,2018-09-28,"72 km N of Palu, Indonesia",Indonesia,Asia,-0.2559,119.8462,20.0,7.5,earthquake
us2000h9e2,2018-09-06 15:49:18.710000+00:00,2018-09-06,"45 km S of Levuka, Fiji",Fiji,Oceania,-18.4743,179.3502,670.0,7.9,earthquake
us1000gjaz,2018-08-29 03:51:56.100000+00:00,2018-08-29,"238 km ESE of Tadine, New Caledonia",New Caledonia,Oceania,-22.0295,170.1262,21.0,7.1,earthquake
us1000ggj4,2018-08-24 09:04:08.250000+00:00,2018-08-24,"136 km W of Iñapari, Peru",Peru,South America,-11.0355,-70.8284,630.0,7.1,earthquake
us1000gez7,2018-08-21 21:31:47.600000+00:00,2018-08-21,"40 km ENE of Carúpano, Venezuela",Venezuela,South America,10.7731,-62.9019,146.0,7.3,earthquake
us1000gcii,2018-08-19 00:19:40.670000+00:00,2018-08-19,"267 km E of Levuka, Fiji",Fiji,Oceania,-18.1125,-178.153,600.0,8.2,earthquake
us2000d7q6,2018-02-25 17:44:44.140000+00:00,2018-02-25,"32 km SW of Tari, Papua New Guinea",Papua New Guinea,Oceania,-6.0699,142.7536,25.0,7.5,earthquake
us2000d3km,2018-02-16 23:39:39.280000+00:00,2018-02-16,"4 km S of Pinotepa de Don Luis, Mexico",Mexico,North America,16.3855,-97.9787,22.0,7.2,earthquake
us2000cmy3,2018-01-23 09:31:40.890000+00:00,2018-01-23,"261 km SE of Chiniak, Alaska",Alaska,North America,56.0039,-149.1658,14.0,7.9,earthquake
us2000cjfy,2018-01-14 09:18:45.540000+00:00,2018-01-14,"37 km W of Atiquipa, Peru",Peru,South America,-15.7675,-74.7092,39.0,7.1,earthquake
us1000c2zy,2018-01-10 02:51:33.290000+00:00,2018-01-10,"203 km NNE of Barra Patuca, Honduras",Honduras,North America,17.4825,-83.52,19.0,7.5,earthquake
us2000bmcg,2017-11-12 18:18:17.180000+00:00,2017-11-12,"29 km S of ?alabja, Iraq",Iraq,Asia,34.9109,45.9592,19.0,7.3,earthquake
us2000ar20,2017-09-19 18:14:38.090000+00:00,2017-09-19,"1 km S of Matzaco, Mexico",Mexico,North America,18.5499,-98.4887,48.0,7.1,earthquake
us2000ahv0,2017-09-08 04:49:19.180000+00:00,2017-09-08,"near the coast of Chiapas, Mexico",Mexico,North America,15.0222,-93.8993,47.0,8.2,earthquake
us20009x42,2017-07-17 23:34:13.740000+00:00,2017-07-17,"Komandorskiye Ostrova, Russia region",Russia,Asia,54.4434,168.857,10.0,7.7,earthquake
us10007uph,2017-01-22 04:30:22.960000+00:00,2017-01-22,"35 km WNW of Panguna, Papua New Guinea",Papua New Guinea,Oceania,-6.2464,155.1718,135.0,7.9,earthquake
us10007s9c,2017-01-10 06:13:48.140000+00:00,2017-01-10,"189 km SSE of Tabiauan, Philippines",Philippines,Asia,4.4782,122.6171,627.0,7.3,earthquake
us10007mn3,2016-12-25 14:22:27.010000+00:00,2016-12-25,"41 km SW of Quellón, Chile",Chile,South America,-43.4064,-73.9413,38.0,7.6,earthquake
us200081v8,2016-12-17 10:51:10.500000+00:00,2016-12-17,"140 km E of Kokopo, Papua New Guinea",Papua New Guinea,Oceania,-4.5049,153.5216,94.0,7.9,earthquake
us20007z80,2016-12-08 17:38:46.280000+00:00,2016-12-08,"69 km WSW of Kirakira, Solomon Islands",Solomon Islands,Oceania,-10.6812,161.3273,40.0,7.8,earthquake
us1000778i,2016-11-13 11:02:56.340000+00:00,2016-11-13,"53 km NNE of Amberley, New Zealand",New Zealand,Oceania,-42.7373,173.054,15.0,7.8,earthquake
us20006uy6,2016-08-29 04:29:57.860000+00:00,2016-08-29,north of Ascension Island,Ascension Island,Africa,-0.0456,-17.8255,10.0,7.1,earthquake
us10006exl,2016-08-19 07:32:22.710000+00:00,2016-08-19,South Georgia Island region,South Georgia Island,Antarctica,-55.2852,-31.8766,10.0,7.4,earthquake
us10006d5h,2016-08-12 01:26:36.280000+00:00,2016-08-12,southeast of the Loyalty Islands,Loyalty Islands,Oceania,-22.4765,173.1167,16.0,7.2,earthquake
us100068jg,2016-07-29 21:18:24.740000+00:00,2016-07-29,"Pagan region, Northern Mariana Islands",Mariana Islands,Oceania,18.5429,145.5073,196.0,7.7,earthquake
us20005ysu,2016-05-28 09:46:59.780000+00:00,2016-05-28,South Sandwich Islands region,South Sandwich Islands,Antarctica,-56.2409,-26.9353,78.0,7.2,earthquake
us20005j32,2016-04-16 23:58:36.980000+00:00,2016-04-16,"27 km SSE of Muisne, Ecuador",Ecuador,South America,0.3819,-79.9218,20.0,7.8,earthquake
us10004u1y,2016-03-02 12:49:48.110000+00:00,2016-03-02,"southwest of Sumatra, Indonesia",Indonesia,Asia,-4.9521,94.3299,24.0,7.8,earthquake
us20004vvx,2016-01-30 03:25:12.220000+00:00,2016-01-30,"80 km S of Mil’kovo, Russia",Russia,Asia,53.9776,158.5463,177.0,7.2,earthquake
ak01613v15nv,2016-01-24 10:30:29.557000+00:00,2016-01-24,"47 km ESE of Pedro Bay, Alaska",Alaska,North America,59.6204,-153.3392,125.0,7.1,earthquake
us100044k6,2015-12-07 07:50:05.950000+00:00,2015-12-07,"104 km W of Murghob, Tajikistan",Tajikistan,Asia,38.2107,72.7797,22.0,7.2,earthquake
us100043z2,2015-12-04 22:25:00.110000+00:00,2015-12-04,southeast Indian Ridge,Southeast Indian Ridge,Indian Ocean,-47.6165,85.0913,35.0,7.1,earthquake
us100040x6,2015-11-24 22:50:54.370000+00:00,2015-11-24,"185 km WNW of Iñapari, Peru",Peru,South America,-10.0598,-71.0184,620.0,7.6,earthquake
us100040ww,2015-11-24 22:45:38.880000+00:00,2015-11-24,"155 km WNW of Iñapari, Peru",Peru,South America,-10.5372,-70.9437,606.0,7.6,earthquake
us10003re5,2015-10-26 09:09:42.560000+00:00,2015-10-26,"Hindu Kush region, Afghanistan",Afghanistan,Asia,36.5244,70.3676,231.0,7.5,earthquake
us10003q0q,2015-10-20 21:52:02.560000+00:00,2015-10-20,"31 km NE of Port-Olry, Vanuatu",Vanuatu,Oceania,-14.8595,167.3028,135.0,7.1,earthquake
us20003k7a,2015-09-16 22:54:32.860000+00:00,2015-09-16,"48 km W of Illapel, Chile",Chile,South America,-31.5729,-71.6744,22.0,8.3,earthquake
us20002ki3,2015-05-30 11:23:02.110000+00:00,2015-05-30,"Bonin Islands, Japan region",Japan,Asia,27.8386,140.4931,664.0,7.8,earthquake
us20002ejl,2015-05-12 07:05:19.730000+00:00,2015-05-12,Nepal,Nepal,Asia,27.8087,86.0655,15.0,7.3,earthquake
us20002das,2015-05-07 07:10:19.590000+00:00,2015-05-07,"143 km SW of Panguna, Papua New Guinea",Papua New Guinea,Oceania,-7.2175,154.5567,10.0,7.1,earthquake
us20002bnf,2015-05-05 01:44:06.380000+00:00,2015-05-05,"131 km SSW of Kokopo, Papua New Guinea",Papua New Guinea,Oceania,-5.4624,151.8751,55.0,7.5,earthquake
us20002926,2015-04-25 06:11:25.950000+00:00,2015-04-25,"67 km NNE of Bharatpur, Nepal",Nepal,Asia,28.2305,84.7314,8.0,7.8,earthquake
us10001rvu,2015-03-29 23:48:31.010000+00:00,2015-03-29,"53 km SE of Kokopo, Papua New Guinea",Papua New Guinea,Oceania,-4.7294,152.5623,41.0,7.5,earthquake
usb000tp5q,2015-02-13 18:59:12.230000+00:00,2015-02-13,northern Mid-Atlantic Ridge,Mid Atlantic Ridge,Europe,52.6487,-31.9016,16.0,7.1,earthquake
usc000sxh8,2014-11-15 02:31:41.720000+00:00,2014-11-15,"155 km NW of Ternate, Indonesia",Indonesia,Asia,1.8929,126.5217,45.0,7.1,earthquake
usc000stdc,2014-11-01 18:57:22.380000+00:00,2014-11-01,Fiji region,Fiji,Oceania,-19.6903,-177.7587,434.0,7.1,earthquake
usb000slwn,2014-10-14 03:51:34.460000+00:00,2014-10-14,"74 km S of Intipucá, El Salvador",El Salvador,North America,12.5262,-88.1225,40.0,7.3,earthquake
usc000rki5,2014-06-23 20:53:09.700000+00:00,2014-06-23,"Rat Islands, Aleutian Islands, Alaska",Alaska,North America,51.8486,178.7352,109.0,7.9,earthquake
usb000pr89,2014-04-19 13:28:00.810000+00:00,2014-04-19,"70 km SW of Panguna, Papua New Guinea",Papua New Guinea,Oceania,-6.7547,155.0241,43.0,7.5,earthquake
usb000pq41,2014-04-18 14:27:24.920000+00:00,2014-04-18,"9 km ENE of Coyuquilla Norte, Mexico",Mexico,North America,17.397,-100.9723,24.0,7.2,earthquake
usc000piqj,2014-04-13 12:36:19.230000+00:00,2014-04-13,"112 km S of Kirakira, Solomon Islands",Solomon Islands,Oceania,-11.4633,162.0511,39.0,7.4,earthquake
usc000phx5,2014-04-12 20:14:39.300000+00:00,2014-04-12,"93 km SSE of Kirakira, Solomon Islands",Solomon Islands,Oceania,-11.2701,162.1481,22.0,7.6,earthquake
usc000pft9,2014-04-11 07:07:23.130000+00:00,2014-04-11,"56 km WSW of Panguna, Papua New Guinea",Papua New Guinea,Oceania,-6.5858,155.0485,60.0,7.1,earthquake
usc000p27i,2014-04-03 02:43:13.110000+00:00,2014-04-03,"53 km SW of Iquique, Chile",Chile,South America,-20.5709,-70.4931,22.0,7.7,earthquake
usc000nzvd,2014-04-01 23:46:47.260000+00:00,2014-04-01,"93 km NW of Iquique, Chile",Chile,South America,-19.6097,-70.7691,25.0,8.2,earthquake
usb000l0gq,2013-11-17 09:04:55.530000+00:00,2013-11-17,Scotia Sea,Scotia Sea,Antarctica,-60.2738,-46.4011,10.0,7.7,earthquake
usc000kn4n,2013-10-25 17:10:19.710000+00:00,2013-10-25,"off the east coast of Honshu, Japan",Japan,Asia,37.1557,144.6611,35.0,7.1,earthquake
usb000kdb4,2013-10-15 00:12:32.050000+00:00,2013-10-15,"4 km SE of Sagbayan, Philippines",Philippines,Asia,9.8796,124.1167,19.0,7.1,earthquake
usb000jzma,2013-09-25 16:42:43.170000+00:00,2013-09-25,"16 km WSW of Atiquipa, Peru",Peru,South America,-15.8385,-74.5112,40.0,7.1,earthquake
usb000jyiv,2013-09-24 11:29:47.970000+00:00,2013-09-24,"113 km NW of Bela, Pakistan",Pakistan,Asia,26.951,65.5009,15.0,7.7,earthquake
usb000ief9,2013-07-15 14:03:39.880000+00:00,2013-07-15,South Sandwich Islands region,South Sandwich Islands,Antarctica,-60.857,-25.07,11.0,7.3,earthquake
usb000i89z,2013-07-07 18:35:30.740000+00:00,2013-07-07,"190 km ENE of Kokopo, Papua New Guinea",Papua New Guinea,Oceania,-3.917,153.927,385.0,7.3,earthquake
usb000h4jh,2013-05-24 05:44:48.980000+00:00,2013-05-24,Sea of Okhotsk,Sea of Okhotsk,Asia,54.892,153.221,598.0,8.3,earthquake
usb000h3k3,2013-05-23 17:19:04.750000+00:00,2013-05-23,"292 km SW of Vaini, Tonga",Tonga,Oceania,-23.009,-177.232,173.0,7.4,earthquake
usb000gbf8,2013-04-19 03:05:52.650000+00:00,2013-04-19,"252 km ENE of Kuril’sk, Russia",Russia,Asia,46.221,150.788,110.0,7.2,earthquake
usb000g7x7,2013-04-16 10:44:20.180000+00:00,2013-04-16,"79 km ESE of Kh?sh, Iran",Iran,Asia,28.033,61.996,80.0,7.7,earthquake
usc000f40j,2013-02-08 15:26:38.470000+00:00,2013-02-08,"32 km SE of Lata, Solomon Islands",Solomon Islands,Oceania,-10.928,166.018,21.0,7.1,earthquake
usc000f1se,2013-02-06 01:23:19.760000+00:00,2013-02-06,"112 km WSW of Lata, Solomon Islands",Solomon Islands,Oceania,-11.183,164.882,10.0,7.1,earthquake
usc000f1s0,2013-02-06 01:12:25.830000+00:00,2013-02-06,"75 km W of Lata, Solomon Islands",Solomon Islands,Oceania,-10.799,165.114,24.0,8.0,earthquake
ak0138esnzr,2013-01-05 08:58:14.957000+00:00,2013-01-05,"110 km SW of Edna Bay, Alaska",Alaska,North America,55.228,-134.8591,8.0,7.5,earthquake
usp000jwt8,2012-12-10 16:53:08.770000+00:00,2012-12-10,Banda Sea,Banda Sea,Asia,-6.533,129.825,155.0,7.1,earthquake
usp000jwjn,2012-12-07 08:18:23.130000+00:00,2012-12-07,"234 km SE of ?funato, Japan",Japan,Asia,37.89,143.949,31.0,7.3,earthquake
usp000jv5f,2012-11-07 16:35:46.930000+00:00,2012-11-07,"33 km S of Champerico, Guatemala",Guatemala,North America,13.988,-91.895,24.0,7.4,earthquake
usp000juhz,2012-10-28 03:04:08.820000+00:00,2012-10-28,"206 km SW of Prince Rupert, Canada",Canada,North America,52.788,-132.101,14.0,7.8,earthquake
usp000jta1,2012-09-30 16:31:35.970000+00:00,2012-09-30,"11 km WNW of San Agustín, Colombia",Colombia,South America,1.929,-76.362,170.0,7.3,earthquake
usp000jrsw,2012-09-05 14:42:07.800000+00:00,2012-09-05,"11 km ENE of Hojancha, Costa Rica",Costa Rica,North America,10.085,-85.315,35.0,7.6,earthquake
usp000jr83,2012-08-31 12:47:33.380000+00:00,2012-08-31,"89 km E of Sulangan, Philippines",Philippines,Asia,10.811,126.638,28.0,7.6,earthquake
usp000jqvm,2012-08-27 04:37:19.430000+00:00,2012-08-27,"126 km S of Puerto El Triunfo, El Salvador",El Salvador,North America,12.139,-88.59,28.0,7.3,earthquake
usp000jq9h,2012-08-14 02:59:38.460000+00:00,2012-08-14,"156 km ENE of Poronaysk, Russia",Russia,Asia,49.8,145.064,583.0,7.7,earthquake
usp000jhjb,2012-04-11 10:43:10.850000+00:00,2012-04-11,off the west coast of northern Sumatra,Indonesia,Asia,0.802,92.463,25.0,8.2,earthquake
official20120411083836720_20,2012-04-11 08:38:36.720000+00:00,2012-04-11,off the west coast of northern Sumatra,Indonesia,Asia,2.327,93.063,20.0,8.6,earthquake
usp000jgsw,2012-03-25 22:37:06+00:00,2012-03-25,"23 km NE of Constitución, Chile",Chile,South America,-35.2,-72.217,40.0,7.1,earthquake
usp000jghj,2012-03-20 18:02:47.440000+00:00,2012-03-20,"6 km E of Santiago Llano Grande, Mexico",Mexico,North America,16.493,-98.231,20.0,7.4,earthquake
usp000jeag,2012-02-02 13:34:40.650000+00:00,2012-02-02,"125 km W of Port-Vila, Vanuatu",Vanuatu,Oceania,-17.827,167.133,23.0,7.1,earthquake
usp000jdar,2012-01-10 18:36:59.080000+00:00,2012-01-10,off the west coast of northern Sumatra,Indonesia,Asia,2.433,93.21,19.0,7.2,earthquake
usp000jc5z,2011-12-14 05:04:58.630000+00:00,2011-12-14,"25 km SSE of Wau, Papua New Guinea",Papua New Guinea,Oceania,-7.551,146.809,135.0,7.1,earthquake
usp000j9rr,2011-10-23 10:41:23.250000+00:00,2011-10-23,"27 km NNE of Van, Turkey",Turkey,Europe,38.721,43.508,18.0,7.1,earthquake
usp000j9nm,2011-10-21 17:57:16.100000+00:00,2011-10-21,Kermadec Islands region,Kermadec Islands,Oceania,-28.993,-176.238,33.0,7.4,earthquake
usp000j83e,2011-09-15 19:31:04.080000+00:00,2011-09-15,Fiji region,Fiji,Oceania,-21.611,-179.528,644.0,7.3,earthquake
usp000j6rj,2011-08-20 18:19:23.550000+00:00,2011-08-20,"64 km S of Port-Vila, Vanuatu",Vanuatu,Oceania,-18.311,168.218,28.0,7.1,earthquake
usp000j6r4,2011-08-20 16:55:02.810000+00:00,2011-08-20,"71 km SSW of Port-Vila, Vanuatu",Vanuatu,Oceania,-18.365,168.143,32.0,7.2,earthquake
usp000j48h,2011-07-06 19:03:18.260000+00:00,2011-07-06,Kermadec Islands region,Kermadec Islands,Oceania,-29.539,-176.34,17.0,7.6,earthquake
usp000j3mq,2011-06-24 03:09:39.470000+00:00,2011-06-24,"Fox Islands, Aleutian Islands, Alaska",Alaska,North America,52.05,-171.836,52.0,7.3,earthquake
usp000hzf6,2011-04-07 14:32:43.290000+00:00,2011-04-07,"29 km ESE of Ishinomaki, Japan",Japan,Asia,38.276,141.588,42.0,7.1,earthquake
usp000hvpg,2011-03-11 06:25:50.300000+00:00,2011-03-11,"272 km ESE of Kamaishi, Japan",Japan,Asia,38.058,144.59,18.0,7.7,earthquake
usp000hvpa,2011-03-11 06:15:40.280000+00:00,2011-03-11,"47 km E of ?arai, Japan",Japan,Asia,36.281,141.111,42.0,7.9,earthquake
official20110311054624120_30,2011-03-11 05:46:24.120000+00:00,2011-03-11,"2011 Great Tohoku Earthquake, Japan",Japan,Asia,38.297,142.373,29.0,9.1,earthquake
usp000hvhj,2011-03-09 02:45:20.330000+00:00,2011-03-09,"120 km SE of ?funato, Japan",Japan,Asia,38.435,142.842,32.0,7.3,earthquake
usp000htb4,2011-01-18 20:23:23.480000+00:00,2011-01-18,"46 km WSW of Dalbandin, Pakistan",Pakistan,Asia,28.777,63.951,68.0,7.2,earthquake
usp000hsfq,2011-01-02 20:20:17.780000+00:00,2011-01-02,"42 km NNW of Carahue, Chile",Chile,South America,-38.355,-73.326,24.0,7.2,earthquake
usp000hrw0,2010-12-25 13:16:37+00:00,2010-12-25,"141 km W of Isangel, Vanuatu",Vanuatu,Oceania,-19.702,167.947,16.0,7.3,earthquake
usp000hr97,2010-12-21 17:19:40.660000+00:00,2010-12-21,"Bonin Islands, Japan region",Japan,Asia,26.901,143.698,14.0,7.4,earthquake
usp000hnj4,2010-10-25 14:42:22.460000+00:00,2010-10-25,"215 km SW of Sungai Penuh, Indonesia",Indonesia,Asia,-3.487,100.082,20.0,7.8,earthquake
usp000hj05,2010-08-12 11:54:15.580000+00:00,2010-08-12,Ecuador,Ecuador,South America,-1.266,-77.306,206.0,7.1,earthquake
usp000hhuc,2010-08-10 05:23:44.980000+00:00,2010-08-10,"33 km NW of Port-Vila, Vanuatu",Vanuatu,Oceania,-17.541,168.069,25.0,7.3,earthquake
usp000hgmq,2010-07-23 23:15:10.190000+00:00,2010-07-23,"72 km S of Panubigan, Philippines",Philippines,Asia,6.776,123.259,640.0,7.5,earthquake
usp000hgmh,2010-07-23 22:51:11.840000+00:00,2010-07-23,"61 km W of Bantogon, Philippines",Philippines,Asia,6.497,123.48,578.0,7.6,earthquake
usp000hgmd,2010-07-23 22:08:11.250000+00:00,2010-07-23,"68 km W of Gadung, Philippines",Philippines,Asia,6.718,123.409,607.0,7.3,earthquake
usp000hfku,2010-07-18 13:34:59.360000+00:00,2010-07-18,"New Britain region, Papua New Guinea",Papua New Guinea,Oceania,-5.931,150.59,35.0,7.3,earthquake
usp000hdwb,2010-06-12 19:26:50.460000+00:00,2010-06-12,"Nicobar Islands, India region",India,Asia,7.881,91.936,35.0,7.5,earthquake
usp000hd84,2010-05-27 17:14:46.570000+00:00,2010-05-27,"100 km WNW of Sola, Vanuatu",Vanuatu,Oceania,-13.698,166.643,31.0,7.2,earthquake
usp000hchk,2010-05-09 05:59:41.620000+00:00,2010-05-09,"45 km SSW of Meulaboh, Indonesia",Indonesia,Asia,3.748,96.018,38.0,7.2,earthquake
usp000hat0,2010-04-06 22:15:01.580000+00:00,2010-04-06,"75 km E of Sinabang, Indonesia",Indonesia,Asia,2.383,97.048,31.0,7.8,earthquake
ci14607652,2010-04-04 22:40:42.360000+00:00,2010-04-04,"12km SW of Delta, B.C., MX",Mexico,North America,32.2861667,-115.2953333,9.0,7.2,earthquake
usp000h7sq,2010-02-27 08:01:23.010000+00:00,2010-02-27,"124 km W of Lebu, Chile",Chile,South America,-37.773,-75.048,35.0,7.4,earthquake
official20100227063411530_30,2010-02-27 06:34:11.530000+00:00,2010-02-27,"36 km WNW of Quirihue, Chile",Chile,South America,-36.122,-72.898,22.0,8.8,earthquake
usp000h5np,2010-01-03 22:36:25.640000+00:00,2010-01-03,"94 km SE of Gizo, Solomon Islands",Solomon Islands,Oceania,-8.783,157.354,10.0,7.1,earthquake
usp000h3wn,2009-11-09 10:44:55.110000+00:00,2009-11-09,"77 km ENE of Ba, Fiji",Fiji,Oceania,-17.239,178.331,595.0,7.3,earthquake
usp000h2gr,2009-10-07 23:13:48.160000+00:00,2009-10-07,"143 km NW of Sola, Vanuatu",Vanuatu,Oceania,-13.093,166.497,31.0,7.4,earthquake
usp000h2gd,2009-10-07 22:18:51.240000+00:00,2009-10-07,"196 km NW of Sola, Vanuatu",Vanuatu,Oceania,-12.517,166.382,35.0,7.8,earthquake
usp000h2g9,2009-10-07 22:03:14.470000+00:00,2009-10-07,"148 km NW of Sola, Vanuatu",Vanuatu,Oceania,-13.006,166.51,45.0,7.7,earthquake
