ID,Time,Date,Place,Country,Continent,Latitude,Longitude,Depth,Mag,Type
official19960217055930550_33,1996-02-17 05:59:30.550000+00:00,1996-02-17,"101 km ENE of Biak, Indonesia",Indonesia,Asia,-0.891,136.952,33.0,8.09,earthquake
usp0007chh,1996-02-07 21:36:46.300000+00:00,1996-02-07,"158 km E of Kuril’sk, Russia",Russia,Asia,45.324,149.892,42.0,7.2,earthquake
usp00079zv,1996-01-01 08:05:10.830000+00:00,1996-01-01,"181 km N of Palu, Indonesia",Indonesia,Asia,0.729,119.931,24.0,7.9,earthquake
usp00079k5,1995-12-25 04:43:24.460000+00:00,1995-12-25,"297 km NE of Lospalos, Timor Leste",Timor Leste,Asia,-6.903,129.151,141.0,7.1,earthquake
usp000782n,1995-12-03 18:01:08.990000+00:00,1995-12-03,"128 km ESE of Kuril’sk, Russia",Russia,Asia,44.663,149.3,33.0,7.9,earthquake
usp0007788,1995-11-22 04:15:11.940000+00:00,1995-11-22,"27 km SSE of Nuwaybi‘a, Egypt",Egypt,Africa,28.826,34.799,10.0,7.2,earthquake
usp00075gf,1995-10-21 02:38:57.120000+00:00,1995-10-21,"13 km NW of Ocozocoautla de Espinosa, Mexico",Mexico,North America,16.84,-93.469,159.0,7.2,earthquake
usp00075bd,1995-10-18 10:37:26.380000+00:00,1995-10-18,"83 km SE of Naze, Japan",Japan,Asia,27.929,130.175,28.0,7.1,earthquake
usp00074vc,1995-10-09 15:35:53.910000+00:00,1995-10-09,"5 km E of El Colomo, Mexico",Mexico,North America,19.055,-104.205,33.0,8.0,earthquake
usp00073c5,1995-09-14 14:04:31.430000+00:00,1995-09-14,"5 km N of Azoyú, Mexico",Mexico,North America,16.779,-98.597,23.0,7.4,earthquake
usp00072a1,1995-08-23 07:06:02.760000+00:00,1995-08-23,"Pagan region, Northern Mariana Islands",Mariana Islands,Oceania,18.856,145.218,594.0,7.1,earthquake
usp00071xh,1995-08-16 23:10:23.980000+00:00,1995-08-16,"139 km WNW of Panguna, Papua New Guinea",Papua New Guinea,Oceania,-5.771,154.347,33.0,7.2,earthquake
usp00071w4,1995-08-16 10:27:28.630000+00:00,1995-08-16,"155 km WNW of Panguna, Papua New Guinea",Papua New Guinea,Oceania,-5.799,154.178,30.0,7.7,earthquake
usp000714t,1995-07-30 05:11:23.630000+00:00,1995-07-30,"36 km NNE of Antofagasta, Chile",Chile,South America,-23.34,-70.294,45.0,8.0,earthquake
usp000702z,1995-07-03 19:50:50.620000+00:00,1995-07-03,"Kermadec Islands, New Zealand",New Zealand,Oceania,-29.211,-177.589,35.0,7.2,earthquake
usp0006y50,1995-05-27 13:03:52.650000+00:00,1995-05-27,"85 km S of Tungor, Russia",Russia,Asia,52.629,142.827,11.0,7.1,earthquake
usp0006xg1,1995-05-16 20:12:44.220000+00:00,1995-05-16,"249 km E of Vao, New Caledonia",New Caledonia,Oceania,-23.008,169.9,20.0,7.7,earthquake
usp0006ww5,1995-05-05 03:53:45.050000+00:00,1995-05-05,"14 km NE of Cabatuan, Philippines",Philippines,Asia,12.626,125.297,16.0,7.1,earthquake
usp0006vz9,1995-04-21 00:34:46.090000+00:00,1995-04-21,"10 km E of Dapdap, Philippines",Philippines,Asia,12.059,125.58,20.0,7.2,earthquake
usp0006vb3,1995-04-07 22:06:56.890000+00:00,1995-04-07,"88 km NNE of Hihifo, Tonga",Tonga,Oceania,-15.199,-173.529,21.0,7.4,earthquake
usp0006sef,1995-02-05 22:51:05.140000+00:00,1995-02-05,"118 km NNE of Gisborne, New Zealand",New Zealand,Oceania,-37.759,178.752,21.0,7.1,earthquake
usp0006qh3,1994-12-28 12:19:23.030000+00:00,1994-12-28,"off the east coast of Honshu, Japan",Japan,Asia,40.525,143.419,26.0,7.8,earthquake
usp0006nn2,1994-11-14 19:15:30.660000+00:00,1994-11-14,"10 km E of Sabang, Philippines",Philippines,Asia,13.525,121.067,31.0,7.1,earthquake
usp0006ku9,1994-10-09 07:55:39.580000+00:00,1994-10-09,"96 km E of Shikotan, Russia",Russia,Asia,43.905,147.916,33.0,7.3,earthquake
usp0006kdp,1994-10-04 13:22:55.840000+00:00,1994-10-04,"48 km E of Shikotan, Russia",Russia,Asia,43.773,147.321,14.0,8.3,earthquake
usp0006hsx,1994-09-01 15:15:53.080000+00:00,1994-09-01,"121 km W of Ferndale, California",United States,North America,40.402,-125.68,10.0,7.1,earthquake
usp0006fyv,1994-07-21 18:36:31.740000+00:00,1994-07-21,"46 km SSW of Vrangel’, Russia",Russia,Asia,42.34,132.865,471.0,7.3,earthquake
usp0006fjg,1994-07-13 02:35:56.020000+00:00,1994-07-13,"58 km S of Lakatoro, Vanuatu",Vanuatu,Oceania,-16.62,167.518,33.0,7.2,earthquake
usp0006dzc,1994-06-09 00:33:16.230000+00:00,1994-06-09,"55 km NNW of Reyes, Bolivia",Bolivia,South America,-13.841,-67.553,631.0,8.2,earthquake
usp0006djk,1994-06-02 18:17:34.020000+00:00,1994-06-02,"249 km SSW of Kencong, Indonesia",Indonesia,Asia,-10.477,112.835,18.0,7.8,earthquake
usp00069fm,1994-03-09 23:28:06.780000+00:00,1994-03-09,"240 km E of Levuka, Fiji",Fiji,Oceania,-18.039,-178.413,562.0,7.6,earthquake
usp0006030,1993-09-10 19:12:54.620000+00:00,1993-09-10,"24 km W of Puerto Madero, Mexico",Mexico,North America,14.717,-92.645,34.0,7.2,earthquake
usp0005y3k,1993-08-08 08:34:24.930000+00:00,1993-08-08,"32 km S of Inarajan Village, Guam",Guam,Oceania,12.982,144.801,59.0,7.8,earthquake
usp0005w12,1993-07-12 13:17:11.960000+00:00,1993-07-12,"107 km W of Iwanai, Japan",Japan,Asia,42.851,139.197,16.0,7.7,earthquake
usp0005u7b,1993-06-08 13:03:36.480000+00:00,1993-06-08,"97 km ESE of Ozernovskiy, Russia",Russia,Asia,51.218,157.829,70.0,7.5,earthquake
usp0005p26,1993-03-06 03:05:49.870000+00:00,1993-03-06,"178 km W of Lata, Solomon Islands",Solomon Islands,Oceania,-10.972,164.181,20.0,7.1,earthquake
usp0005ktj,1993-01-15 11:06:05.950000+00:00,1993-01-15,"52 km NE of Otofuke, Japan",Japan,Asia,43.3,143.691,102.0,7.6,earthquake
usp0005jjt,1992-12-20 20:52:47.280000+00:00,1992-12-20,"281 km WSW of Tual, Indonesia",Indonesia,Asia,-6.582,130.393,77.0,7.3,earthquake
usp0005j5a,1992-12-12 05:29:26.350000+00:00,1992-12-12,"37 km WNW of Maumere, Indonesia",Indonesia,Asia,-8.48,121.896,27.0,7.8,earthquake
usp0005fha,1992-10-18 15:11:59.110000+00:00,1992-10-18,"11 km NNW of Murindó, Colombia",Colombia,South America,7.075,-76.862,10.0,7.2,earthquake
usp0005f79,1992-10-11 19:24:26.290000+00:00,1992-10-11,"47 km NW of Isangel, Vanuatu",Vanuatu,Oceania,-19.247,168.948,129.0,7.4,earthquake
usp0005ddn,1992-09-02 00:16:01.690000+00:00,1992-09-02,"83 km SSW of Corinto, Nicaragua",Nicaragua,North America,11.742,-87.34,44.0,7.7,earthquake
usp0005cq0,1992-08-19 02:04:37.410000+00:00,1992-08-19,"60 km ENE of Toktogul, Kyrgyzstan",Kyrgyzstan,Asia,42.142,73.575,27.0,7.3,earthquake
usp0005ap1,1992-07-11 10:44:19.760000+00:00,1992-07-11,south of the Fiji Islands,Fiji,Oceania,-22.483,-178.413,377.0,7.2,earthquake
ci3031111,1992-06-28 11:57:34.130000+00:00,1992-06-28,"The 1992 Landers Earthquake, California",United States,North America,34.2,-116.437,0.0,7.3,earthquake
usp00057gv,1992-05-17 10:15:31.310000+00:00,1992-05-17,"23 km ESE of Santiago, Philippines",Philippines,Asia,7.191,126.762,33.0,7.3,earthquake
usp00057gu,1992-05-17 09:49:19.110000+00:00,1992-05-17,"9 km SE of Santiago, Philippines",Philippines,Asia,7.239,126.645,32.0,7.1,earthquake
usp00057d0,1992-05-15 07:05:05.340000+00:00,1992-05-15,"61 km NNW of Finschhafen, Papua New Guinea",Papua New Guinea,Oceania,-6.075,147.572,58.0,7.2,earthquake
nc269151,1992-04-25 18:06:05.180000+00:00,1992-04-25,"19 km SSW of Scotia, California",United States,North America,40.3353333,-124.2286667,9.0,7.2,earthquake
usp000510y,1991-12-27 04:05:58.240000+00:00,1991-12-27,South Sandwich Islands region,South Sandwich Islands,Antarctica,-56.032,-25.266,10.0,7.2,earthquake
usp00050sq,1991-12-22 08:43:13.410000+00:00,1991-12-22,"248 km E of Kuril’sk, Russia",Russia,Asia,45.533,151.021,24.0,7.6,earthquake
usp0004zbt,1991-11-19 22:28:51.090000+00:00,1991-11-19,"33 km NNW of Santa Genoveva de Docordó, Colombia",Colombia,South America,4.554,-77.442,21.0,7.2,earthquake
usp0004xtq,1991-10-14 15:58:12.790000+00:00,1991-10-14,"155 km WNW of Malango, Solomon Islands",Solomon Islands,Oceania,-9.094,158.442,23.0,7.2,earthquake
usp0004taw,1991-06-23 21:22:28.940000+00:00,1991-06-23,"27 km NNW of El Hoyo, Argentina",Argentina,South America,-26.802,-63.349,558.0,7.3,earthquake
usp0004t6g,1991-06-20 05:18:52.510000+00:00,1991-06-20,"79 km NNW of Gorontalo, Indonesia",Indonesia,Asia,1.196,122.787,31.0,7.5,earthquake
usp0004qpg,1991-04-22 21:56:51.820000+00:00,1991-04-22,"34 km S of Limón, Costa Rica",Costa Rica,North America,9.685,-83.073,10.0,7.6,earthquake
usp0004pyn,1991-04-05 04:19:49.520000+00:00,1991-04-05,"11 km NE of Rioja, Peru",Peru,South America,-5.982,-77.094,19.0,7.1,earthquake
usp0004k00,1990-12-30 19:14:18.930000+00:00,1990-12-30,"104 km ENE of Kimbe, Papua New Guinea",Papua New Guinea,Oceania,-5.097,150.967,178.0,7.5,earthquake
usp0004gkj,1990-11-06 20:14:29.740000+00:00,1990-11-06,"231 km WNW of Attu Station, Alaska",Alaska,North America,53.452,169.871,24.0,7.1,earthquake
usp0004dad,1990-08-12 21:25:21.950000+00:00,1990-08-12,"19 km NW of Isangel, Vanuatu",Vanuatu,Oceania,-19.435,169.132,140.0,7.1,earthquake
usp0004cm6,1990-07-27 12:37:59.550000+00:00,1990-07-27,"37 km ENE of Luganville, Vanuatu",Vanuatu,Oceania,-15.355,167.464,125.0,7.2,earthquake
usp0004bxs,1990-07-16 07:26:34.610000+00:00,1990-07-16,"4 km E of Macapsing, Philippines",Philippines,Asia,15.679,121.172,25.0,7.7,earthquake
usp0004arq,1990-06-20 21:00:09.980000+00:00,1990-06-20,"23 km N of P?deg?n-e Manj?l, Iran",Iran,Asia,36.957,49.409,18.0,7.4,earthquake
usp0004ag6,1990-06-14 07:40:56.210000+00:00,1990-06-14,"0 km ESE of Union, Philippines",Philippines,Asia,11.76,121.899,18.0,7.1,earthquake
usp00049qg,1990-05-24 20:09:23.240000+00:00,1990-05-24,"135 km NNE of Labuan Bajo, Indonesia",Indonesia,Asia,-7.363,120.363,588.0,7.1,earthquake
usp00049qe,1990-05-24 20:00:08.190000+00:00,1990-05-24,"63 km NNE of Juba, South Sudan",Sudan,Africa,5.358,31.848,16.0,7.1,earthquake
usp00049hf,1990-05-20 02:22:01.620000+00:00,1990-05-20,"69 km ENE of Juba, South Sudan",Sudan,Africa,5.121,32.145,14.0,7.2,earthquake
usp000496v,1990-05-12 04:50:08.710000+00:00,1990-05-12,"16 km WSW of Uglegorsk, Russia",Russia,Asia,49.037,141.847,605.0,7.2,earthquake
usp000482z,1990-04-18 13:39:19.010000+00:00,1990-04-18,"75 km NNW of Gorontalo, Indonesia",Indonesia,Asia,1.186,122.857,25.0,7.8,earthquake
usp00047gj,1990-04-05 21:12:35.550000+00:00,1990-04-05,"198 km E of Saipan, Northern Mariana Islands",Mariana Islands,Oceania,15.125,147.596,11.0,7.6,earthquake
usp0004720,1990-03-25 13:22:55.600000+00:00,1990-03-25,"7 km SSE of Puntarenas, Costa Rica",Costa Rica,North America,9.919,-84.808,22.0,7.3,earthquake
usp000467e,1990-03-05 16:38:12.570000+00:00,1990-03-05,"69 km SSW of Port-Vila, Vanuatu",Vanuatu,Oceania,-18.318,168.063,20.0,7.1,earthquake
usp000464d,1990-03-03 12:16:27.960000+00:00,1990-03-03,south of the Fiji Islands,Fiji,Oceania,-22.122,175.163,33.0,7.6,earthquake
usp000433j,1989-12-15 18:43:45.030000+00:00,1989-12-15,"37 km ENE of Barcelona, Philippines",Philippines,Asia,8.337,126.729,24.0,7.6,earthquake
usp00042ug,1989-12-07 13:38:44.850000+00:00,1989-12-07,"59 km ESE of Kainantu, Papua New Guinea",Papua New Guinea,Oceania,-6.436,146.383,104.0,7.1,earthquake
usp00041kg,1989-11-01 18:25:34.940000+00:00,1989-11-01,"73 km ENE of Miyako, Japan",Japan,Asia,39.837,142.76,28.0,7.4,earthquake
official19890523105446320_10,1989-05-23 10:54:46.320000+00:00,1989-05-23,Macquarie Island region,Macquarie Island,Australia,-52.341,160.568,10.0,8.02,earthquake
usp0003uxu,1989-05-05 18:28:39.450000+00:00,1989-05-05,"69 km W of Tarauacá, Brazil",Brazil,South America,-8.281,-71.381,593.0,7.1,earthquake
usp0003rqq,1989-02-10 11:15:24.680000+00:00,1989-02-10,"152 km WNW of Tobelo, Indonesia",Indonesia,Asia,2.305,126.76,44.0,7.1,earthquake
usp0003nks,1988-11-06 13:03:19.340000+00:00,1988-11-06,"145 km NW of Jinghong, China",China,Asia,22.789,99.611,17.0,7.7,earthquake
usp0003mmh,1988-10-08 04:46:24.530000+00:00,1988-10-08,"166 km E of Neiafu, Tonga",Tonga,Oceania,-18.771,-172.415,35.0,7.1,earthquake
usp0003jtm,1988-08-10 04:38:26.170000+00:00,1988-08-10,"121 km W of Kirakira, Solomon Islands",Solomon Islands,Oceania,-10.366,160.819,34.0,7.6,earthquake
usp0003jpw,1988-08-06 00:36:24.650000+00:00,1988-08-06,"85 km SE of Phek, India",India,Asia,25.149,95.127,90.0,7.3,earthquake
usp0003ezg,1988-04-12 23:19:55.570000+00:00,1988-04-12,"30 km SW of Islay (Matarani), Peru",Peru,South America,-17.192,-72.305,33.0,7.1,earthquake
usp0003dnb,1988-03-06 22:35:38.140000+00:00,1988-03-06,Gulf of Alaska,Alaska,North America,56.953,-143.032,10.0,7.8,earthquake
usp0003da3,1988-02-24 03:52:03.290000+00:00,1988-02-24,"37 km ESE of Bato, Philippines",Philippines,Asia,13.477,124.616,24.0,7.3,earthquake
usp0003crv,1988-02-05 14:01:02.750000+00:00,1988-02-05,"72 km N of Taltal, Chile",Chile,South America,-24.753,-70.433,36.0,7.2,earthquake
usp0003aq8,1987-11-30 19:23:19.590000+00:00,1987-11-30,"200 km WSW of Yakutat, Alaska",Alaska,North America,58.679,-142.786,10.0,7.9,earthquake
usp00039av,1987-10-16 20:48:01.640000+00:00,1987-10-16,"54 km W of Kandrian, Papua New Guinea",Papua New Guinea,Oceania,-6.266,149.06,47.0,7.4,earthquake
usp000390n,1987-10-06 04:19:06.080000+00:00,1987-10-06,"201 km ENE of Neiafu, Tonga",Tonga,Oceania,-17.94,-172.225,16.0,7.3,earthquake
usp000381s,1987-09-03 06:40:13.910000+00:00,1987-09-03,Macquarie Island region,Macquarie Island,Australia,-58.893,158.513,33.0,7.4,earthquake
usp00037c3,1987-08-08 15:48:56.750000+00:00,1987-08-08,"68 km SSE of Arica, Chile",Chile,South America,-19.022,-69.991,69.0,7.2,earthquake
usp00035ur,1987-06-17 01:32:53.720000+00:00,1987-06-17,"217 km W of Tual, Indonesia",Indonesia,Asia,-5.577,130.791,67.0,7.1,earthquake
usp000330w,1987-03-06 04:10:41.960000+00:00,1987-03-06,"29 km SSE of Pimampiro, Ecuador",Ecuador,South America,0.151,-77.821,10.0,7.2,earthquake
usp0003304,1987-03-05 09:17:05.280000+00:00,1987-03-05,"84 km SSE of Antofagasta, Chile",Chile,South America,-24.388,-70.161,62.0,7.6,earthquake
usp000329h,1987-02-08 18:33:58.390000+00:00,1987-02-08,"54 km NNW of Finschhafen, Papua New Guinea",Papua New Guinea,Oceania,-6.088,147.689,54.0,7.4,earthquake
usp0003009,1986-11-14 21:20:10.550000+00:00,1986-11-14,"8 km SSW of Hualien City, Taiwan",Taiwan,Asia,23.901,121.574,33.0,7.4,earthquake
usp0002zgu,1986-10-30 01:28:54.590000+00:00,1986-10-30,"157 km WSW of Haveluloto, Tonga",Tonga,Oceania,-21.702,-176.616,188.0,7.2,earthquake
usp0002z3j,1986-10-20 06:46:09.980000+00:00,1986-10-20,Kermadec Islands region,Kermadec Islands,Oceania,-28.117,-176.367,29.0,7.7,earthquake
usp0002xpm,1986-08-30 21:28:35.450000+00:00,1986-08-30,"7 km NNE of Ca?oca, Romania",Romania,Europe,45.547,26.316,132.0,7.2,earthquake
usp0002x57,1986-08-14 19:39:13.670000+00:00,1986-08-14,"146 km NW of Ternate, Indonesia",Indonesia,Asia,1.795,126.519,33.0,7.5,earthquake
usp0002vbr,1986-06-24 03:11:30.930000+00:00,1986-06-24,"44 km SSW of Angoram, Papua New Guinea",Papua New Guinea,Oceania,-4.448,143.943,102.0,7.2,earthquake
usp0002v3n,1986-06-16 10:48:25.780000+00:00,1986-06-16,south of the Fiji Islands,Fiji,Oceania,-22.037,-178.925,547.0,7.1,earthquake
usp0002uf4,1986-05-26 19:06:15.990000+00:00,1986-05-26,"230 km S of Suva, Fiji",Fiji,Oceania,-20.19,178.86,538.0,7.1,earthquake
usp0002tmu,1986-05-07 22:47:10.870000+00:00,1986-05-07,"85 km SSW of Atka, Alaska",Alaska,North America,51.52,-174.776,33.0,8.0,earthquake
usp0002q31,1986-01-15 20:17:42.710000+00:00,1986-01-15,"210 km SSE of Isangel, Vanuatu",Vanuatu,Oceania,-21.277,170.102,150.0,7.1,earthquake
usp0002p4n,1985-12-21 01:13:22.410000+00:00,1985-12-21,"112 km W of Sola, Vanuatu",Vanuatu,Oceania,-13.966,166.516,43.0,7.1,earthquake
usp0002mvw,1985-11-17 09:40:21.290000+00:00,1985-11-17,"127 km SE of Manokwari, Indonesia",Indonesia,Asia,-1.639,134.911,10.0,7.1,earthquake
usp0002jyp,1985-09-21 01:37:13.470000+00:00,1985-09-21,"7 km N of Pantla, Mexico",Mexico,North America,17.802,-101.647,30.0,7.6,earthquake
usp0002jwe,1985-09-19 13:17:47.350000+00:00,1985-09-19,"26 km NW of El Habillal, Mexico",Mexico,North America,18.19,-102.533,27.0,8.0,earthquake
usp0002h5z,1985-07-29 07:54:44.070000+00:00,1985-07-29,"75 km S of Jurm, Afghanistan",Afghanistan,Asia,36.19,70.896,98.0,7.4,earthquake
usp0002gc3,1985-07-03 04:36:51.730000+00:00,1985-07-03,"62 km E of Kokopo, Papua New Guinea",Papua New Guinea,Oceania,-4.439,152.828,33.0,7.3,earthquake
usp0002en1,1985-05-10 15:35:50.590000+00:00,1985-05-10,"100 km E of Kimbe, Papua New Guinea",Papua New Guinea,Oceania,-5.599,151.045,26.0,7.2,earthquake
usp0002dm4,1985-04-09 01:56:59.480000+00:00,1985-04-09,"59 km S of San Antonio, Chile",Chile,South America,-34.131,-71.618,37.0,7.2,earthquake
usp0002cd3,1985-03-04 00:32:21.870000+00:00,1985-03-04,"19 km S of Valparaíso, Chile",Chile,South America,-33.207,-71.663,33.0,7.4,earthquake
usp0002ccz,1985-03-03 22:47:07.280000+00:00,1985-03-03,"25 km WSW of Valparaíso, Chile",Chile,South America,-33.135,-71.871,33.0,8.0,earthquake
usp000297p,1984-11-20 08:15:16.230000+00:00,1984-11-20,"45 km SW of Sarangani, Philippines",Philippines,Asia,5.167,125.124,202.0,7.5,earthquake
usp000294z,1984-11-17 06:49:30.020000+00:00,1984-11-17,"190 km SSW of Sibolga, Indonesia",Indonesia,Asia,0.197,98.027,33.0,7.1,earthquake
usp000292p,1984-11-15 02:46:19.880000+00:00,1984-11-15,southeast of the Loyalty Islands,Loyalty Islands,Oceania,-22.022,170.95,104.0,7.1,earthquake
usp00028pr,1984-11-01 04:48:50.270000+00:00,1984-11-01,central Mid-Atlantic Ridge,Mid Atlantic Ridge,Europe,8.185,-38.794,10.0,7.1,earthquake
usp000286c,1984-10-15 10:21:07.500000+00:00,1984-10-15,"19 km ENE of Hihifo, Tonga",Tonga,Oceania,-15.86,-173.643,128.0,7.2,earthquake
usp000268f,1984-08-06 12:01:52.400000+00:00,1984-08-06,"91 km SW of Gorontalo, Indonesia",Indonesia,Asia,-0.086,122.517,242.0,7.4,earthquake
usp00024qw,1984-05-30 07:49:43.660000+00:00,1984-05-30,"94 km SW of Kokopo, Papua New Guinea",Papua New Guinea,Oceania,-4.843,151.577,174.0,7.1,earthquake
usp00022y2,1984-03-24 09:44:02.600000+00:00,1984-03-24,"123 km ENE of Shikotan, Russia",Russia,Asia,44.117,148.192,44.0,7.2,earthquake
usp00022fa,1984-03-06 02:17:21.260000+00:00,1984-03-06,"Izu Islands, Japan region",Japan,Asia,29.384,138.935,457.0,7.4,earthquake
usp00022es,1984-03-05 03:33:50.990000+00:00,1984-03-05,"4 km NNW of Tabid, Philippines",Philippines,Asia,8.147,123.762,649.0,7.3,earthquake
usp00021u7,1984-02-07 21:33:21.490000+00:00,1984-02-07,"85 km SE of Honiara, Solomon Islands",Solomon Islands,Oceania,-10.012,160.469,18.0,7.6,earthquake
usp00020z7,1984-01-01 09:03:38.850000+00:00,1984-01-01,"77 km ESE of Owase, Japan",Japan,Asia,33.683,136.894,368.0,7.2,earthquake
usp00020xw,1983-12-30 23:52:39.930000+00:00,1983-12-30,"55 km S of Jurm, Afghanistan",Afghanistan,Asia,36.372,70.738,214.0,7.4,earthquake
usp000205u,1983-11-30 17:46:00.670000+00:00,1983-11-30,Chagos Archipelago region,Chagos Archipelago,Asia,-6.852,72.11,10.0,7.3,earthquake
usp000200r,1983-11-24 05:30:34.230000+00:00,1983-11-24,"172 km NE of Lospalos, Timor Leste",Timor Leste,Asia,-7.481,128.168,178.0,7.3,earthquake
usp0001z5e,1983-10-22 04:21:35.010000+00:00,1983-10-22,"South Atlantic Ocean, near the South Orkney Islands",Antarctica,Antarctica,-60.665,-25.451,24.0,7.2,earthquake
usp0001ytj,1983-10-04 18:52:13.300000+00:00,1983-10-04,"54 km WSW of Diego de Almagro, Chile",Chile,South America,-26.535,-70.563,14.0,7.4,earthquake
usp0001xqy,1983-08-17 10:55:54.130000+00:00,1983-08-17,"57 km SSE of Klyuchi, Russia",Russia,Asia,55.867,161.287,62.0,7.1,earthquake
usp0001vmy,1983-05-26 02:59:59.600000+00:00,1983-05-26,"83 km WNW of Noshiro, Japan",Japan,Asia,40.462,139.102,23.0,7.4,earthquake
usp0001u4p,1983-04-03 02:50:01.180000+00:00,1983-04-03,"12 km N of Golfito, Costa Rica",Costa Rica,North America,8.717,-83.123,37.0,7.1,earthquake
usp0001tr1,1983-03-18 09:05:50+00:00,1983-03-18,"157 km ESE of Kokopo, Papua New Guinea",Papua New Guinea,Oceania,-4.883,153.581,88.0,7.6,earthquake
usp0001rj6,1982-12-19 17:43:54.850000+00:00,1982-12-19,south of Tonga,Tonga,Oceania,-24.133,-175.864,33.0,7.2,earthquake
usp0001nkk,1982-07-23 14:23:53.570000+00:00,1982-07-23,"93 km ENE of Hasaki, Japan",Japan,Asia,36.194,141.702,36.0,7.1,earthquake
usp0001n8w,1982-07-04 01:20:06.800000+00:00,1982-07-04,"west of the Bonin Islands, Japan",Japan,Asia,27.929,136.967,536.0,7.1,earthquake
iscgem597450,1982-06-19 06:21:58.540000+00:00,1982-06-19,"18 km SSW of La Libertad, El Salvador",El Salvador,North America,13.332,-89.387,73.0,7.29,earthquake
usp0001hze,1982-01-11 06:10:06.490000+00:00,1982-01-11,"4 km SW of Gigmoto, Philippines",Philippines,Asia,13.752,124.358,45.0,7.1,earthquake
usp0001hp7,1981-12-26 17:05:32.520000+00:00,1981-12-26,"Kermadec Islands, New Zealand",New Zealand,Oceania,-29.934,-177.741,33.0,7.1,earthquake
usp0001hgc,1981-12-19 14:10:50.720000+00:00,1981-12-19,"61 km W of Eresós, Greece",Greece,Europe,39.243,25.227,10.0,7.2,earthquake
usp0001gnv,1981-10-25 03:22:15.570000+00:00,1981-10-25,"7 km NNE of Petacalco, Mexico",Mexico,North America,18.048,-102.084,33.0,7.3,earthquake
usp0001gg1,1981-10-16 03:25:42.220000+00:00,1981-10-16,"135 km W of Valparaíso, Chile",Chile,South America,-33.134,-73.074,33.0,7.2,earthquake
usp0001fkx,1981-09-01 09:29:31.540000+00:00,1981-09-01,"133 km NE of Hihifo, Tonga",Tonga,Oceania,-14.96,-173.085,25.0,7.7,earthquake
usp0001ezf,1981-07-28 17:22:24.620000+00:00,1981-07-28,"75 km ESE of Kerman, Iran",Iran,Asia,30.013,57.794,33.0,7.1,earthquake
usp0001dv1,1981-05-25 05:25:14.460000+00:00,1981-05-25,off the west coast of the South Island of New Zealand,New Zealand,Oceania,-48.786,164.357,33.0,7.6,earthquake
usp0001aq1,1980-11-08 10:27:34+00:00,1980-11-08,"11 km WSW of Big Lagoon, California",United States,North America,41.117,-124.253,19.0,7.2,earthquake
usp0001aez,1980-10-25 11:00:05.100000+00:00,1980-10-25,"207 km E of Tadine, New Caledonia",New Caledonia,Oceania,-21.89,169.853,33.0,7.2,earthquake
usp0001a5w,1980-10-10 12:25:23.500000+00:00,1980-10-10,"3 km NNE of Chlef, Algeria",Algeria,Africa,36.195,1.354,10.0,7.3,earthquake
usp00018y0,1980-07-17 19:42:23.200000+00:00,1980-07-17,"199 km S of Lata, Solomon Islands",Solomon Islands,Oceania,-12.525,165.916,33.0,7.9,earthquake
usp00018r3,1980-07-08 23:19:19.800000+00:00,1980-07-08,"196 km SSE of Lata, Solomon Islands",Solomon Islands,Oceania,-12.41,166.381,33.0,7.5,earthquake
usp00014ey,1979-12-12 07:59:03.300000+00:00,1979-12-12,"Pacific coast of Ecuador, in the province of Esmeraldas",Ecuador,South America,1.598,-79.358,24.0,7.7,earthquake
usp000147t,1979-11-27 17:10:32.900000+00:00,1979-11-27,"56 km ENE of Q?’en, Iran",Iran,Asia,33.962,59.726,10.0,7.1,earthquake
usp00013nn,1979-10-23 09:51:06.700000+00:00,1979-10-23,"71 km WSW of Kirakira, Solomon Islands",Solomon Islands,Oceania,-10.615,161.284,22.0,7.1,earthquake
usp00013ck,1979-10-12 10:25:22.300000+00:00,1979-10-12,"180 km W of Riverton, New Zealand",New Zealand,Oceania,-46.675,165.707,33.0,7.4,earthquake
usp00012wp,1979-09-12 05:17:51.400000+00:00,1979-09-12,"55 km S of Biak, Indonesia",Indonesia,Asia,-1.679,136.04,5.0,7.9,earthquake
usp00012mz,1979-08-26 14:31:22.100000+00:00,1979-08-26,"62 km N of San Vicente, Philippines",Philippines,Asia,19.066,122.096,15.0,7.1,earthquake
usp0000zbw,1979-03-14 11:07:16.300000+00:00,1979-03-14,"12 km SSE of Vallecitos de Zaragoza, Mexico",Mexico,North America,17.813,-101.276,49.0,7.6,earthquake
usp0000z2a,1979-02-28 21:27:06.100000+00:00,1979-02-28,"113 km SE of McCarthy, Alaska",Alaska,North America,60.642,-141.593,15.0,7.1,earthquake
usp0000xp7,1978-11-29 19:52:47.600000+00:00,1978-11-29,"2 km ESE of San Agustín Loxicha, Mexico",Mexico,North America,16.01,-96.591,18.0,7.7,earthquake
usp0000x9z,1978-11-05 22:02:07.100000+00:00,1978-11-05,"78 km SSE of Kirakira, Solomon Islands",Solomon Islands,Oceania,-11.132,162.136,33.0,7.1,earthquake
usp0000wjx,1978-09-16 15:35:56.600000+00:00,1978-09-16,"52 km ESE of Tabas, Iran",Iran,Asia,33.386,57.434,33.0,7.4,earthquake
